accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
JX456104.1	A/Egypt/N02137/2012	H5N1	2012-03-29	Homo sapiens		Egypt: Giza	Africa		1704
KJ522710.1	A/duck/Egypt/1249CA/2012	H5N1	2012-04-04	Anas platyrhynchos		Egypt: Assiut	Africa		1704
KJ522709.1	A/turkey/Egypt/1248CA/2012	H5N1	2012-04-04	Meleagris gallopavo		Egypt: Assiut	Africa		1704
KJ522712.1	A/chicken/Egypt/1273CA/2012	H5N1	2012-04-12	Gallus gallus		Egypt: Kafr Elsheikh	Africa		1704
KJ522713.1	A/chicken/Egypt/1213CAL/2012	H5N1	2012-04-24	Gallus gallus		Egypt: Sohag	Africa		1704
MF116309.1	A/duck/China/E26/2012	H5N1	2012-05-09	Anatidae		China	Asia		1776
MW055351.1	A/Ruddy Turnstone/New Jersey/AI12-2279/2012	H5N9	2012-05-18	Arenaria interpres		USA	North America	ECE	1707
KJ147497.1	A/chicken/Egypt/BSU-BS-F27/2012	H5N1	2012-05-20	Gallus gallus		Egypt: Beni-Suef Governorate	Africa		1704
MW055327.1	A/Ruddy Turnstone/New Jersey/AI12-2871/2012	H5N3	2012-05-23	Arenaria interpres		USA	North America	ECE	1707
KJ522714.1	A/chicken/Egypt/12257CA/2012	H5N1	2012-05-30	Gallus gallus		Egypt: Qalubiya	Africa		1704
KJ147498.1	A/chicken/Egypt/BSU-BS-R24/2012	H5N1	2012-07-08	Gallus gallus		Egypt: Beni-Suef Governorate, Keman village	Africa		1704
MF116313.1	A/chicken/China/E96/2012	H5N1	2012-07-10	Gallus gallus		China	Asia		1776
AB766239.1	A/chicken/Vietnam/OIE-2215/2012	H5N2	2012-08-11	Gallus gallus		Viet Nam	Asia		1741
MK964941.1	A/duck/Viet Nam/ST-1550-2/2012	H5N1	2012-08-31	Anatidae		Viet Nam	Asia		1745
KP742871.1	A/chicken/Surakarta/BBVW-SM-Ak-YD-D-1309-9/2012	H5N1	2012-09	Gallus gallus		Indonesia: Surakarta	Asia		1707
CY206260.1	A/mallard/Minnesota/AI12-4031/2012	H5N2	2012-09-20	Anas platyrhynchos		USA: Minnesota, Roseau County	North America	E1 passage(s)	1743
KC417273.1	A/duck/Sleman/BBVW-1463-10/2012	H5N1	2012-10-04	Anas platyrhynchos		Indonesia: Sleman, Yogyakarta	Asia		1704
KF258178.1	A/turkey/Egypt/S6405A/2012	H5N1	2012-10-07	Meleagris gallopavo		Egypt	Africa		1728
KF258182.1	A/turkey/Egypt/S6405D/2012	H5N1	2012-10-07	Meleagris gallopavo		Egypt	Africa		1764
KF258181.1	A/turkey/Egypt/S6405E/2012	H5N1	2012-10-07	Meleagris gallopavo		Egypt	Africa		1715
KJ682254.1	A/chicken/Bhutan/935/2012	H5N1	2012-10-11	Gallus gallus		Bhutan	Asia		1704
KJ522715.1	A/duck/Egypt/12106S/2012	H5N1	2012-10-16	Anas platyrhynchos		Egypt: Menofia	Africa		1704
KJ522716.1	A/chicken/Egypt/12107S/2012	H5N1	2012-10-17	Gallus gallus		Egypt: Giza	Africa		1704
CY186667.1	A/mallard/Illinois/12OS5080/2012	H5N1	2012-10-20	Anas platyrhynchos		USA: Illinois	North America	E1 passage(s)	1743
KJ522717.1	A/duck/Egypt/12133S/2012	H5N1	2012-11-08	Anas platyrhynchos		Egypt: Giza	Africa		1704
CY186981.1	A/gadwall/Ohio/12OS5632/2012	H5N2	2012-11-10	Mareca strepera		USA: Ohio	North America	E1 passage(s)	1743
CY187005.1	A/mallard/Ohio/12OS2218/2012	H5N1	2012-11-16	Anas platyrhynchos		USA: Ohio	North America	E1 passage(s)	1743
KJ522718.1	A/duck/Egypt/12143S/2012	H5N1	2012-11-20	Anas platyrhynchos		Egypt: Giza	Africa		1704
KP742890.1	A/duck/Indragiri Hulu/BPPVII 746-12/2012	H5N1	2012-12	Anatidae		Indonesia: Indragiri Hulu	Asia		1707
KP742896.1	A/duck/West Sulawesi/Polman-1018/2012	H5N1	2012-12	Anatidae		Indonesia: Polman	Asia		1704
KY171552.1	A/duck/Vietnam/NCVD-0021/2012	H5N1	2012-12-04	Anatidae		Viet Nam	Asia		1704
KJ162588.1	A/chicken/Taiwan/683/2012	H5N2	2012-12-06	Gallus gallus		Taiwan	Asia		1695
CY186788.1	A/American green-winged teal/Mississippi/12OS5061/2012	H5N2	2012-12-08	Anas carolinensis		USA: Mississippi	North America	E1 passage(s)	1743
KP732635.1	A/goose/Eastern China/L1214/2012	H5N8	2012-12-14	Anatidae		China	Asia		1704
OL370711.1	A/red-necked stint/Victoria/14-0226-3505-36/2012	H5N7	2012-12-28	Calidris ruficollis		Australia: Victoria	Oceania		1695
MH236437.1	A/mallard duck/New Zealand/77.229c/2013	H5N2	2013-01	Anas platyrhynchos		New Zealand	Oceania		1735
KY644498.1	A/blue-winged teal/Guatemala/CIP049H113-53/2013	H5N3	2013-01-10	Spatula discors		Guatemala	North America		1767
KJ162732.1	A/duck/Taiwan/762/2013	H5N2	2013-01-10	Anatidae		Taiwan	Asia		1692
KJ522720.1	A/turkey/Egypt/134S/2013	H5N1	2013-01-15	Meleagris gallopavo		Egypt: Giza	Africa		1704
KJ522721.1	A/duck/Egypt/1310SD/2013	H5N1	2013-01-16	Anas platyrhynchos		Egypt: Behera	Africa		1704
KJ522723.1	A/goose/Egypt/135S/2013	H5N1	2013-01-17	Anser sp.		Egypt: Monofia	Africa		1704
KY171398.1	A/chicken/Vietnam/NCVD-2716/2013	H5N1	2013-01-21	Gallus gallus		Viet Nam	Asia		1707
KF001434.1	A/duck/Cambodia/143W4M4/2013	H5N1	2013-01-23	Anatidae		Cambodia: Kampong Cham	Asia		1713
KY171430.1	A/duck/Vietnam/NCVD-2727/2013	H5N1	2013-01-23	Anatidae		Viet Nam	Asia		1704
KY171438.1	A/duck/Vietnam/NCVD-2736/2013	H5N1	2013-01-25	Anatidae		Viet Nam	Asia		1704
KJ522725.1	A/duck/Egypt/1313S/2013	H5N1	2013-01-29	Anas platyrhynchos		Egypt: Giza	Africa		1704
KJ522726.1	A/chicken/Egypt/134AD/2013	H5N1	2013-01-30	Gallus gallus		Egypt: Behera	Africa		1704
KF258179.1	A/chicken/Egypt/M7217A/2013	H5N1	2013-01-31	Gallus gallus		Egypt	Africa		1732
KF732012.1	A/chicken/Egypt/M7217B/2013	H5N1	2013-01-31	Gallus gallus		Egypt	Africa		1750
KJ522727.1	A/duck/Egypt/131AL/2013	H5N1	2013-01-31	Anas platyrhynchos		Egypt: Luxor	Africa		1704
KF258185.1	A/duck/Egypt/M7218B/2013	H5N1	2013-01-31	Anatidae		Egypt	Africa		1714
KF258180.1	A/goose/Egypt/M7221D/2013	H5N1	2013-01-31	Anatidae		Egypt	Africa		1777
KP742922.1	A/environment/Jakarta Timur/0813082-017/2013	H5N1	2013-02			Indonesia: Jakarta Timur	Asia		1701
KM821616.1	A/chicken/Khanhhoa/CVVI-11/2013	H5N1	2013-02-05	Gallus gallus		Viet Nam	Asia		1704
KT220533.1	A/duck/Egypt/F7289E/2013	H5N1	2013-02-05	Anas platyrhynchos		Egypt: Tamiya, Fayoum	Africa		1709
KF001396.1	A/Cambodia/X0207301/2013	H5N1	2013-02-06	Homo sapiens		Cambodia: Takeo	Asia		1707
KJ522728.1	A/chicken/Egypt/1320S/2013	H5N1	2013-02-07	Gallus gallus		Egypt: Suez	Africa		1704
KF001497.1	A/duck/Cambodia/X0220302/2013	H5N1	2013-02-18	Anatidae		Cambodia: Kampot	Asia		1727
KP336368.1	A/northern pintail/India/03OR320/2013	H5N1	2013-02-19	Anas acuta		India	Asia		1712
KJ522731.1	A/duck/Egypt/132AL/2013	H5N1	2013-02-20	Anas platyrhynchos		Egypt: Luxor	Africa		1704
KJ522734.1	A/chicken/Egypt/1335S/2013	H5N1	2013-02-23	Gallus gallus		Egypt: New valley	Africa		1704
KJ522735.1	A/duck/Egypt/1338S/2013	H5N1	2013-02-27	Anas platyrhynchos		Egypt: New valley	Africa		1704
KP742925.1	A/environment/Kota Tangerang/0813082-025/2013	H5N1	2013-03			Indonesia: Kota Tangerang	Asia		1701
KM821620.1	A/duck/Khanhhoa/CVVI-15/2013	H5N1	2013-03-01	Anatidae		Viet Nam	Asia		1704
KY171521.1	A/duck/Vietnam/NCVD-2848/2013	H5N1	2013-03-01	Anatidae		Viet Nam	Asia		1704
KY171519.1	A/duck/Vietnam/NCVD-2848/2013	H5N1	2013-03-01	Anatidae		Viet Nam	Asia		1704
KJ522737.1	A/turkey/Egypt/137/2013	H5N1	2013-03-03	Meleagris gallopavo		Egypt: New valley	Africa		1704
KF888395.1	A/quail/Bangladesh/19250/2013	H5N1	2013-03-30	Galliformes		Bangladesh	Asia		1704
KT220551.1	A/chicken/Egypt/Q7630D/2013	H5N1	2013-04-08	Gallus gallus		Egypt: Banha, Qalubiya	Africa		1743
LC379958.1	A/chicken/Egypt/CL69/2013	H5N1	2013-04-10	Gallus gallus		Egypt	Africa		1776
KJ522739.1	A/chicken/Egypt/13639V/2013	H5N1	2013-04-16	Gallus gallus		Egypt: Monofia	Africa		1704
KR137702.1	A/chicken/PH/A2821/2013	H5N2	2013-05-17	Gallus gallus		Taiwan: Penghu	Asia		1695
KM213391.1	A/ruddy turnstone/Iceland/2899/2013	H5N1	2013-05-23	Arenaria interpres		Iceland	Europe		1767
KX513154.1	A/duck/Vietnam/QT1726/2013	H5N1	2013-05-24	Anas platyrhynchos		Viet Nam	Asia		1776
KF918464.1	A/Cambodia/X0808305/2013	H5N1	2013-07-08	Homo sapiens		Cambodia: Battambang	Asia		1731
KJ162804.1	A/duck/Taiwan/11254/2013	H5N2	2013-07-18	Anatidae		Taiwan	Asia		1692
CY177149.1	A/mallard/California/1357/2013	H5N5	2013-07-22	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177183.1	A/mallard/California/1370/2013	H5N5	2013-07-22	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177191.1	A/mallard/California/1371/2013	H5N5	2013-07-22	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177207.1	A/mallard/California/1376/2013	H5N5	2013-07-22	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177223.1	A/mallard/California/1392/2013	H5N5	2013-07-23	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177231.1	A/mallard/California/1395/2013	H5N5	2013-07-23	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177247.1	A/mallard/California/1397/2013	H5N5	2013-07-23	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177263.1	A/mallard/California/1399/2013	H5N5	2013-07-23	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY176965.1	A/mallard/California/1402/2013	H5N5	2013-07-23	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1741
CY177279.1	A/mallard/California/1411/2013	H5N5	2013-07-23	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177297.1	A/mallard/California/1413/2013	H5N5	2013-07-23	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177313.1	A/mallard/California/1433/2013	H5N5	2013-07-24	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177321.1	A/mallard/California/1434/2013	H5N5	2013-07-24	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177329.1	A/mallard/California/1435/2013	H5N5	2013-07-24	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177337.1	A/mallard/California/1478/2013	H5N5	2013-07-30	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177345.1	A/mallard/California/1480/2013	H5N5	2013-07-30	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177393.1	A/mallard/California/1495/2013	H5N5	2013-07-30	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177401.1	A/mallard/California/1496/2013	H5N5	2013-07-30	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177425.1	A/mallard/California/1500P/2013	H5N6	2013-07-30	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177433.1	A/mallard/California/1500V/2013	H5N5	2013-07-30	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
KP742903.1	A/chicken/Minahasa/BBVM 620(2)/2013	H5N1	2013-08	Gallus gallus		Indonesia: Minahasa	Asia		1704
CY177069.1	A/mallard/California/928V/2013	H5N5	2013-08-01	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
CY177109.1	A/mallard/California/942V/2013	H5N5	2013-08-01	Anas platyrhynchos		USA: Solano County, CA	North America	E 1 passage(s)	1742
KP742948.1	A/environment/Jakarta Selatan/0813321-034/2013	H5N1	2013-09			Indonesia: Jakarta Selatan	Asia		1704
KU646952.1	A/Anas platyrhynchos/Belgium/17330cls42/2013	H5N2	2013-09-26	Anas platyrhynchos		Belgium	Europe		1733
MN588197.1	A/duck/Moscow/4952/2013	H5N3	2013-11	Anas platyrhynchos		Russia: Moscow	Europe		1747
MN588286.1	A/duck/Moscow/4971/2013	H5N3	2013-11	Anas platyrhynchos		Russia: Moscow	Europe		1725
KJ476669.1	A/duck/Zhejiang/W24/2013	H5N8	2013-11-14	Anatidae		China	Asia		1704
KT220528.1	A/chicken/Egypt/B9039A/2013	H5N1	2013-11-22	Gallus gallus		Egypt: Al Wasta, Beni Suef	Africa		1748
KT220544.1	A/chicken/Egypt/B9040C/2013	H5N1	2013-11-22	Gallus gallus		Egypt: Al Wasta, Beni Suef	Africa		1747
KT220560.1	A/chicken/Egypt/B9040D/2013	H5N1	2013-11-22	Gallus gallus		Egypt: Al Wasta, Beni Suef	Africa		1745
CY191267.1	A/mallard/Maryland/13OS2946/2013	H5N2	2013-11-23	Anas platyrhynchos		USA: Maryland	North America	Egg 1 passage(s)	1742
KJ522745.1	A/chicken/Egypt/13153S/2013	H5N1	2013-12-09	Gallus gallus		Egypt: Giza	Africa		1704
KP732637.1	A/duck/Eastern China/S1210/2013	H5N8	2013-12-10	Anatidae		China	Asia		1704
OL370018.1	A/wild duck/Victoria/13-2455-5/2013	H5N3	2013-12-11	Anas platyrhynchos		Australia: Victoria	Oceania		1742
KX160164.1	A/chicken/Hebei/3/2013	H5N2	2013-12-21	Gallus gallus		China	Asia		1776
KJ508961.1	A/Baikal teal/Korea/H52/2014	H5N8	2014-01-20	Sibirionetta formosa		South Korea	Asia		1742
KJ756634.1	A/baikal teal/Korea/2406/2014	H5N8	2014-01-20	Sibirionetta formosa		South Korea	Asia		1743
KP209286.1	A/duck/Egypt/141AI/2014	H5N1	2014-01-20	Anatidae		Egypt: Ismailia	Africa		1704
KT220539.1	A/chicken/Egypt/F9514A/2014	H5N1	2014-01-27	Gallus gallus		Egypt: Mit Ghamr, Dakahliya	Africa		1728
KT220549.1	A/chicken/Egypt/F9514B/2014	H5N1	2014-01-27	Gallus gallus		Egypt: Mit Ghamr, Dakahliya	Africa		1757
KT220555.1	A/chicken/Egypt/F9514E/2014	H5N1	2014-01-27	Gallus gallus		Egypt: Mit Ghamr, Dakahliya	Africa		1746
KT220534.1	A/chicken/Egypt/F9519D/2014	H5N1	2014-01-27	Gallus gallus		Egypt: Mit Ghamr, Dakahliya	Africa		1763
KJ509108.1	A/breeder duck/Korea/H249/2014	H5N8	2014-01-28	Anas platyrhynchos		South Korea	Asia		1742
KP209288.1	A/chicken/Egypt/1412SD/2014	H5N1	2014-01-28	Gallus gallus		Egypt: Behera	Africa		1704
KP209287.1	A/chicken/Egypt/1422S/2014	H5N1	2014-01-28	Gallus gallus		Egypt: Beni-Sueif	Africa		1704
MK418739.1	A/Avian/Viet Nam/Egg/2014	H5N1	2014-02	Aves		Viet Nam	Asia		1704
KR271015.1	A/thick-billed_murre/Greenland/9045-2K/2014	H5N1	2014-02	Uria lomvia		Greenland	North America		1705
KP209289.1	A/chicken/Egypt/1429S/2014	H5N1	2014-02-03	Gallus gallus		Egypt: Qalyobia	Africa		1704
KY171135.1	A/duck/Vietnam/NCVD14-A451/2014	H5N1	2014-02-06	Anatidae		Viet Nam	Asia		1704
KP209290.1	A/turkey/Egypt/1438S/2014	H5N1	2014-02-09	Meleagris gallopavo		Egypt: Giza	Africa		1704
KM821642.1	A/duck/Khanhhoa/CVVI-37/2014	H5N1	2014-02-16	Anatidae		Viet Nam	Asia		1704
KP209291.1	A/duck/Egypt/1435CAS/2014	H5N1	2014-02-17	Anatidae		Egypt: Sharkia	Africa		1704
KP209292.1	A/chicken/Egypt/1460S/2014	H5N1	2014-02-25	Gallus gallus		Egypt: Giza	Africa		1704
KP209293.1	A/chicken/Egypt/1461S/2014	H5N1	2014-02-26	Gallus gallus		Egypt: Assuit	Africa		1704
KT221066.2	A/goose/Jiangsu/QD5/2014	H5N8	2014-02-27	Anatidae		China	Asia		1704
KP742912.1	A/duck/Tanah Laut/0514095/2014	H5N1	2014-03	Anatidae		Indonesia: Tanah Laut	Asia		1704
OL370487.1	A/Pacific black duck/Tasmania/14-0593-26/2014	H5N3	2014-03-01	Anas superciliosa		Australia: Tasmania	Oceania		1695
KM392417.1	A/Egypt/N01754/2014	H5N1	2014-03-07	Homo sapiens		Egypt: Damietta	Africa		1704
KP000007.1	A/chicken/Chiping/0321/2014	H5N2	2014-03-21	Gallus gallus		China	Asia		1704
KM267876.1	A/chicken/Bangladesh/14VIR2665-24/2014	H5N1	2014-03-26	Gallus gallus		Bangladesh	Asia		1704
KP209296.1	A/chicken/Egypt/1411CAL/2014	H5N1	2014-03-26	Gallus gallus		Egypt: Qena	Africa		1704
KP209299.1	A/chicken/Egypt/14126S/2014	H5N1	2014-04-09	Gallus gallus		Egypt: Assuit	Africa		1707
KP209298.1	A/turkey/Egypt/14125S/2014	H5N1	2014-04-09	Meleagris gallopavo		Egypt: Assuit	Africa		1704
KP209300.1	A/turkey/Egypt/1414CAL/2014	H5N1	2014-04-10	Meleagris gallopavo		Egypt: Qena	Africa		1704
KP209301.1	A/chicken/Egypt/141VI/2014	H5N1	2014-04-14	Gallus gallus		Egypt: Ismailia	Africa		1704
KM251464.1	A/duck/Sichuan/NCJPL7/2014	H5N6	2014-04-27	Anatidae		China	Asia		1704
KP209303.1	A/goose/Egypt/1439FAOS/2014	H5N1	2014-04-29	Anatidae		Egypt: Assuit	Africa		1704
KP742909.1	A/chicken/Mimika/0514574/2014	H5N1	2014-05	Gallus gallus		Indonesia: Mimika	Asia		1707
OL371255.1	A/wild duck/Victoria/14-0961-1/2014	H5N9	2014-05-13	Anas platyrhynchos		Australia: Victoria	Oceania		1692
MK389369.1	A/Avian/Viet Nam/Egg/2014	H5N1	2014-06	Aves		Viet Nam	Asia		1704
KT952272.1	A/wild pigeon/Jilin/CC01/2014	H5N6	2014-06-19	Columbidae		China	Asia		1704
KP732641.1	A/duck/Eastern China/S0711/2014	H5N6	2014-07-11	Anatidae		China	Asia		1704
KY171111.1	A/duck/Vietnam/NCVD14-A389/2014	H5N1	2014-07-23	Anatidae		Viet Nam	Asia		1704
OL371967.1	A/wild waterfowl/Northern Territory/20140781-34/2014	H5N3	2014-08-01	Anatidae		Australia: Northern Territory	Oceania		1695
KP732642.1	A/duck/Eastern China/S0808/2014	H5N2	2014-08-08	Anatidae		China	Asia		1704
CY204105.1	A/mallard/Ohio/14OS0464/2014	H5N2	2014-08-27	Anas platyrhynchos		USA: Ohio	North America	Egg1 passage(s)	1743
KR002633.1	A/chicken/Egypt/1427AF/2014	H5N1	2014-09-03	Gallus gallus		Egypt: Fayoum	Africa		1704
CY194139.1	A/mallard/Southcentral Alaska/12ML00977/2014	H5N2	2014-09-22			USA: Anchorage, Alaska	North America		1742
CY194181.1	A/mallard/Southcentral Alaska/12ML00988_AAF1/2014	H5N2	2014-09-22			USA: Southcentral Alaska	North America	SPF chicken eggs, first passage passage(s)	1742
CY194156.1	A/mallard/Southcentral Alaska/12ML00991/2014	H5N2	2014-09-22			USA: Anchorage, Alaska	North America		1742
CY194189.1	A/mallard/Southcentral Alaska/12ML00991_AAF1/2014	H5N2	2014-09-22			USA: Southcentral Alaska	North America	SPF chicken eggs, first passage passage(s)	1742
CY194213.1	A/mallard/Southcentral Alaska/12ML01048_AAF1/2014	H5N2	2014-09-23			USA: Southcentral Alaska	North America	SPF chicken eggs, first passage passage(s)	1742
OP597551.1	A/duck/Altai/469/2014	H5N1	2014-09-25	Anatidae		Russia: Altai	Europe		1704
KU141372.1	A/swine/Mexico/GtoDMZC02/2014	H5N2	2014-10-17	Sus scrofa		Mexico: Gto	North America		1767
KP732646.1	A/duck/Eastern China/S1109/2014	H5N8	2014-11-09	Anatidae		China	Asia		1704
KU042763.1	A/goose/Zhejiang/1120132/2014	H5N6	2014-11-20	Anatidae		China	Asia		1704
KU042747.1	A/pigeon/Zhejiang/112090/2014	H5N1	2014-11-20	Columbidae		China	Asia		1704
KR063678.1	A/chicken/Egypt/A10351A/2014	H5N1	2014-11-23	Gallus gallus		Egypt	Africa		1710
KP702165.1	A/Egypt/MOH-NRC-7271/2014	H5N1	2014-11-26	Homo sapiens		Egypt	Africa		1723
OP905479.1	A/aquatic bird/South Korea/CN71/2014	H5N3	2014-11-26	Aves		South Korea	Asia		1695
MH156499.1	A/environment/Chang Sha/499/2014	H5N6	2014-11-26			China	Asia		1748
KP702173.1	A/Egypt/MOH-NRC-7305/2014	H5N1	2014-11-28	Homo sapiens		Egypt	Africa		1750
KY486469.1	A/chicken/Eastern China/1404/2014	H5N1	2014-12	Gallus gallus		China	Asia		1704
KP795737.1	A/chicken/BC/FAV9/2014	H5N2	2014-12-03	Gallus gallus		Canada	North America		1704
KY828758.1	A/northern shoveler/California/LDC188/2014	H5N2	2014-12-03	Spatula clypeata		USA	North America		1742
KU201896.1	A/mallard/Washington/195246/2014	H5N2	2014-12-08	Anas platyrhynchos		USA: Whatcom County, Washington	North America		1744
CY204362.1	A/mallard/Ohio/14OS3394/2014	H5N2	2014-12-13	Anas platyrhynchos		USA: Ohio	North America	Egg1 passage(s)	1743
KU201880.1	A/American wigeon/Washington/195198/2014	H5N8	2014-12-16	Mareca americana		USA: Whatcom County, Washington	North America		1744
KU201888.1	A/American wigeon/Washington/195205/2014	H5N8	2014-12-16	Mareca americana		USA: Whatcom County, Washington	North America		1744
KP739405.1	A/chicken/Oregon/41613-2/2014	H5N8	2014-12-16	Gallus gallus		USA: Douglas County, Oregon	North America		1744
KX351587.1	A/American wigeon/California/LS257/2014	H5N2	2014-12-20	Mareca americana		USA	North America		1767
KU201784.1	A/mallard/Oregon/AH0003821/2014	H5N2	2014-12-20	Anas platyrhynchos		USA: Lane County, Oregon	North America		1744
KX297877.1	A/environment/Korea/W475/2014	H5N8	2014-12-21			South Korea	Asia		1704
KU201776.1	A/mallard/Idaho/AH0005955/2014	H5N8	2014-12-22	Anas platyrhynchos		USA: Bingham County, Idaho	North America		1704
KU201816.1	A/mallard/Oregon/195547/2014	H5N2	2014-12-22	Anas platyrhynchos		USA: Columbia County, Oregon	North America		1744
KU201808.1	A/Northern pintail/Washington/195365/2014	H5N2	2014-12-23	Anas acuta		USA: Clark County, Washington	North America		1744
KU201872.1	A/mallard/Oregon/195536/2014	H5N8	2014-12-24	Anas platyrhynchos		USA: Columbia County, Washington	North America		1744
KP864431.1	A/Egypt/N5566/2014	H5N1	2014-12-26	Homo sapiens		Egypt: Giza	Africa		1704
KU201920.1	A/Canada goose/Washington/197619/2014	H5N2	2014-12-30	Branta canadensis		USA: Jefferson County, Washington	North America		1744
KP739389.1	A/domestic duck/Washington/61-16/2014	H5N2	2014-12-30	Anas platyrhynchos		USA: Benton County, Washington	North America		1744
KP739397.1	A/turkey/Washington/61-22/2014	H5N2	2014-12-30	Meleagris gallopavo		USA: Benton County, Washington	North America		1744
KP864433.1	A/Egypt/N0002/2015	H5N1	2015-01-01	Homo sapiens		Egypt: Menia	Africa		1704
KU201864.1	A/American wigeon/Washington/196340/2015	H5N1	2015-01-02	Mareca americana		USA: Whatcom County, Washington	North America		1744
KU201640.1	A/wood duck/Oregon/AH0007244/2015	H5N2	2015-01-03	Aix sponsa		USA: Morrow County, Oregon	North America		1744
MW334566.1	A/goose/Pingtung/15010007-4/2015	H5N2	2015-01-08	Anatidae		Taiwan: Pingtung	Asia		1776
KU646861.1	A/duck/Taiwan/01006/2015	H5N2	2015-01-09	Anatidae		Taiwan	Asia		1776
MW334454.1	A/goose/Chiayi/15010008-3/2015	H5N2	2015-01-09	Anatidae		Taiwan: Chiayi	Asia		1776
KX297880.1	A/environment/Korea/W482/2015	H5N8	2015-01-14			South Korea	Asia		1704
KX458007.1	A/chinstrap penguin/Antarctica/B04/2015	H5N5	2015-01-16	Pygoscelis antarcticus		Antarctica	Antarctica		1767
MW334158.1	A/duck/Pingtung/15010444/2015	H5N2	2015-01-17	Anatidae		Taiwan: Pingtung	Asia		1776
MW334294.1	A/duck/Yunlin/15010277/2015	H5N8	2015-01-17	Anatidae		Taiwan: Yunlin	Asia		1776
KT388468.1	A/goose/Taiwan/TNC4/2015	H5N8	2015-01-17	Anatidae		Taiwan	Asia		1704
KU715893.1	A/chicken/Egypt/A10544D/2015	H5N1	2015-01-26	Gallus gallus		Egypt	Africa		1708
KU715895.1	A/chicken/Egypt/D10547C/2015	H5N1	2015-01-27	Gallus gallus		Egypt	Africa		1742
KU715939.1	A/chicken/Egypt/D10548D/2015	H5N1	2015-01-27	Gallus gallus		Egypt	Africa		1727
KU715926.1	A/chicken/Egypt/D10551D/2015	H5N1	2015-01-27	Gallus gallus		Egypt	Africa		1749
MF112556.1	A/chicken/Nigeria/16VIR5840-15/2015	H5N1	2015-01-29	Gallus gallus		Nigeria	Africa		1704
MF112562.1	A/chicken/Nigeria/16VIR5840-21/2015	H5N1	2015-02-05	Gallus gallus		Nigeria	Africa		1704
KU201792.1	A/chicken/California/15-004912/2015	H5N8	2015-02-06	Gallus gallus		USA: Kings County, California	North America		1744
MW334086.1	A/duck/Changhua/15A03473-1-20T/2015	H5N2	2015-02-08	Anatidae		Taiwan: Changhua	Asia		1776
MF112567.1	A/chicken/Nigeria/16VIR5840-26/2015	H5N1	2015-02-11	Gallus gallus		Nigeria	Africa		1704
