accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
EU716429.1	A/Uruguay/716/2007	H3N2	2007-06-21	Homo sapiens	9606	human	Primates	Uruguay	South America		1701
KP457611.1	A/Argentina/503/2007	H3N2	2007-06-27	Homo sapiens	9606	human	Primates	Argentina	South America		1698
MK362225.1	A/swine/Neuenrade/6259/2007	H3N2	2007-06-28	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Neuenrade	Europe		1765
JN222934.1	A/equine/Donegal/1/2007	H3N8	2007-07-03	Equus caballus	9796	non-human mammal	Perissodactyla	Ireland	Europe		1757
MK192340.1	A/turnstone/Netherlands/1/2007	H3N8	2007-07-14	Arenaria interpres	54971	avian	Charadriiformes	Netherlands	Europe		1765
JN222936.1	A/equine/Kildare/1/2007	H3N8	2007-08-02	Equus caballus	9796	non-human mammal	Perissodactyla	Ireland	Europe		1749
MK332422.1	A/swine/Holtrup/6358/2007	H3N1	2007-08-09	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Holtrup	Europe		1765
KP457330.1	A/Venezuela/8241/2007	H3N2	2007-08-13	Homo sapiens	9606	human	Primates	Venezuela	South America		1698
MK362241.1	A/swine/Georgsmarienhuette/6391/2007	H3N2	2007-08-27	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Georgsmarienhuette	Europe		1765
CY049788.1	A/gadwall/Altai/1324/2007	H3N8	2007-09	Mareca strepera	75861	avian	Anseriformes	Russia: Altai region	Europe	E2 passage(s)	1695
CY125541.1	A/American wigeon/New Brunswick/04491/2007	H3N8	2007-09-04	Mareca americana	75832	avian	Anseriformes	Canada: New Brunswick	North America	Egg passage(s)	1728
CY125453.1	A/American wigeon/New Brunswick/04493/2007	H3N8	2007-09-04	Mareca americana	75832	avian	Anseriformes	Canada: New Brunswick	North America	Egg passage(s)	1728
KP458551.1	A/Venezuela/9602/2007	H3N2	2007-09-04	Homo sapiens	9606	human	Primates	Venezuela	South America		1698
CY077372.1	A/mallard/Interior Alaska/7MP1700/2007	H3N8	2007-09-05	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	Egg 1 passage(s)	1731
CY190491.1	A/environment/Maryland/07OS1626/2007	H3N8	2007-09-06					USA: Maryland	North America	Egg 1 passage(s)	1740
CY043984.1	A/northern pintail/Alaska/7MP1092/2007	H3N8	2007-09-10	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	Egg 1 passage(s)	1716
CY105574.1	A/LangSon/LS281/2007	H3N2	2007-09-13	Homo sapiens	9606	human	Primates	Viet Nam: LangSon	Asia	MDCK 6 passage(s)	1731
PP212822.1	A/Blue-winged Teal/New Mexico/A-BWTE-NM-A00327364-2007(H3N8)/2007	H3N8	2007-09-19	Spatula discors	75842	avian	Anseriformes	USA: New Mexico	North America		1701
CY125501.1	A/green-winged teal/New Brunswick/02593/2007	H3N8	2007-09-20	Anas carolinensis	75836	avian	Anseriformes	Canada: New Brunswick	North America	Egg passage(s)	1740
CY104500.1	A/HaNoi/Q748/2007	H3N2	2007-10-08	Homo sapiens	9606	human	Primates	Viet Nam: HaNoi	Asia	MDCK 2 passage(s)	1731
MK362281.1	A/swine/Spenge/6671a/2007	H3N2	2007-11-26	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Spenge	Europe		1765
FJ009470.1	A/Cheongju/H396/2007	H3N2	2007-12-05	Homo sapiens	9606	human	Primates	South Korea	Asia		1701
KP458896.1	A/Finland/9/2008	H3N2	2008-01-07	Homo sapiens	9606	human	Primates	Finland	Europe		1698
MK362305.1	A/swine/Roehrse/6764/2008	H3N2	2008-01-11	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Roehrse	Europe		1765
KP457723.1	A/Japan/765/2008	H3N2	2008-01-28	Homo sapiens	9606	human	Primates	Japan	Asia		1698
KP456463.1	A/Singapore/215/2008	H3N2	2008-02-05	Homo sapiens	9606	human	Primates	Singapore	Asia		1698
CY044540.1	A/Boston/29/2008	H3N2	2008-02-06	Homo sapiens	9606	human	Primates	USA: Boston, MA	North America		1715
KP456949.1	A/Hong Kong/184/2008	H3N2	2008-02-09	Homo sapiens	9606	human	Primates	Hong Kong	Asia		1698
CY037503.1	A/California/UR07-0019/2008	H3N2	2008-02-13	Homo sapiens	9606	human	Primates	USA: Hacienda Heights, CA	North America		1698
CY037535.1	A/Kentucky/UR07-0041/2008	H3N2	2008-02-18	Homo sapiens	9606	human	Primates	USA: Hopkinsville, KY	North America		1707
FJ532091.1	A/Texas/12/2008	H3N2	2008-02-18	Homo sapiens	9606	human	Primates	USA: Texas state	North America		1701
CY044437.1	A/Boston/2/2008	H3N2	2008-02-21	Homo sapiens	9606	human	Primates	USA: Boston, MA	North America		1701
KP457180.1	A/Brisbane/10/2008	H3N2	2008-02-24	Homo sapiens	9606	human	Primates	Australia: Queensland	Oceania		1698
FJ179354.1	A/Minnesota/14/2008	H3N2	2008-03-10	Homo sapiens	9606	human	Primates	USA: Minnesota state	North America		1701
CY044796.1	A/Boston/78/2008	H3N2	2008-03-11	Homo sapiens	9606	human	Primates	USA: Boston, MA	North America		1707
JQ988027.1	A/Penza/55/2008	H3N2	2008-03-24	Homo sapiens	9606	human	Primates	Russia	Europe		1751
KP457997.1	A/Brazil/1619/2008	H3N2	2008-03-28	Homo sapiens	9606	human	Primates	Brazil	South America		1698
KP457352.1	A/Brazil/1623/2008	H3N2	2008-03-31	Homo sapiens	9606	human	Primates	Brazil	South America		1698
FJ179352.1	A/Minnesota/16/2008	H3N2	2008-04-07	Homo sapiens	9606	human	Primates	USA: Minnesota state	North America		1701
FJ009477.1	A/Cheongju/H473/2008	H3N2	2008-04-15	Homo sapiens	9606	human	Primates	South Korea	Asia		1701
KP457111.1	A/Sydney/2/2008	H3N2	2008-04-29	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
KP458839.1	A/Sydney/6/2008	H3N2	2008-05-22	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
AB569495.1	A/duck/Zambia/04/2008	H3N8	2008-06					Zambia:Lochinvar National Park	Africa		1736
FJ209731.1	A/equine/Egypt/6066NAMRU3-VSVRI/2008	H3N8	2008-06	Equus caballus	9796	non-human mammal	Perissodactyla	Egypt	Africa		1698
KP458397.1	A/Auckland/17/2008	H3N2	2008-06-09	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1698
MK362457.1	A/swine/Bad Griesbach/7186/2008	H3N2	2008-06-13	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Bad Griesbach	Europe		1765
KP458750.1	A/Tasmania/4/2008	H3N2	2008-06-18	Homo sapiens	9606	human	Primates	Australia: Tasmania	Oceania		1698
KP457276.1	A/Wellington/13/2008	H3N2	2008-06-24	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1698
CY053764.1	A/equine/Jammu and Kashmir/CMVL-LEH4/2008	H3N8	2008-06-25	Equus caballus	9796	non-human mammal	Perissodactyla	India: Jammu and Kashmir	Asia		1783
CY053777.1	A/equine/Himachal Pradesh/CMVL-YOL2/2008	H3N8	2008-06-26	Equus caballus	9796	non-human mammal	Perissodactyla	India: Himachal Pradesh	Asia		1783
AB569503.1	A/goose/Zambia/05/2008	H3N8	2008-07					Zambia:Lochinvar National Park	Africa		1736
AB569511.1	A/goose/Zambia/06/2008	H3N8	2008-07					Zambia:Lochinvar National Park	Africa		1736
KP456380.1	A/Victoria/500/2008	H3N2	2008-07-05	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania		1698
KP456778.1	A/Auckland/69/2008	H3N2	2008-07-07	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1698
KP457534.1	A/Wellington/31/2008	H3N2	2008-07-09	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1698
KP459057.1	A/Perth/201/2008	H3N2	2008-07-15	Homo sapiens	9606	human	Primates	Australia: Western Australia	Oceania		1698
CY140021.1	A/mallard/Minnesota/Sg-00590/2008	H3N8	2008-07-31	Anas platyrhynchos	8839	avian	Anseriformes	USA: Agassiz NWR, Farmes Pool, Marshall county, MN	North America	E1 passage(s)	1740
KP456620.1	A/Darwin/1/2008	H3N2	2008-08-12	Homo sapiens	9606	human	Primates	Australia: Northern Territory	Oceania		1698
MK362473.1	A/swine/Freren/7424/2008	H3N2	2008-08-21	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Freren	Europe		1765
KP456367.1	A/Christchurch/19/2008	H3N2	2008-08-22	Homo sapiens	9606	human	Primates	New Zealand	Oceania		1698
CY140120.1	A/blue-winged teal/North Dakota/Sg-00719/2008	H3N8	2008-09-08	Spatula discors	75842	avian	Anseriformes	USA: Lake Audobon, McLean county, ND	North America	E1 passage(s)	1740
FJ532068.1	A/Kentucky/01/2008	H3N2	2008-09-13	Homo sapiens	9606	human	Primates	USA: Kentucky state	North America		1701
KP458963.1	A/Thailand/860/2008	H3N2	2008-10-03	Homo sapiens	9606	human	Primates	Thailand	Asia		1698
CY079259.1	A/avian/Japan/8KI0102/2008	H3N8	2008-10-08	Aves	8782	avian		Japan: Tokachi River, Otofuke	Asia	E1 passage(s)	1716
MK192392.1	A/mallard/Netherlands/39/2008	H3N2	2008-10-08	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1765
KP638230.1	A/Thailand/SS07134/2008	H3N2	2008-10-21	Homo sapiens	9606	human	Primates	Thailand: Kanchanaburi	Asia		1701
KX978665.1	A/turnstone/Netherlands/3/2008	H3N8	2008-10-31	Arenaria interpres	54971	avian	Charadriiformes	Netherlands	Europe		1765
CY092324.1	A/swine/Argentina/CIP051-A2/2008	H3N2	2008-11	Sus scrofa	9823	non-human mammal	Artiodactyla	Argentina	South America		1762
MK332430.1	A/swine/Stresow/7919a/2008	H3N1	2008-11-03	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Stresow	Europe		1765
MK362513.1	A/swine/Wiefelstede/7905/2008	H3N2	2008-11-03	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Wiefelstede	Europe		1765
MK362521.1	A/swine/Rheine/7912a/2008	H3N2	2008-11-04	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Rheine	Europe		1765
CY104622.1	A/DaNang/DN446/2008	H3N2	2008-11-21	Homo sapiens	9606	human	Primates	Viet Nam: DaNang	Asia	MDCK passage(s)	1732
MK362537.1	A/swine/Ostenfelde/8082/2008	H3N2	2008-11-24	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Ostenfelde	Europe		1753
CY093311.1	A/Kyrgyzstan/WRAIR1255P/2008	H3N2	2008-12-01	Homo sapiens	9606	human	Primates	Kyrgyzstan	Asia	MDCK2 passage(s)	1731
CY105870.1	A/KhanhHoa/KH475/2008	H3N2	2008-12-10	Homo sapiens	9606	human	Primates	Viet Nam: KhanhHoa	Asia	MDCK passage(s)	1731
MK362569.1	A/swine/Goldenstedt/8310a/2008	H3N2	2008-12-11	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Goldenstedt	Europe		1765
GQ369883.1	A/North Dakota/02/2008	H3N2	2008-12-15	Homo sapiens	9606	human	Primates	USA: North Dakota state	North America		1701
KP458495.1	A/Victoria/500/2009	H3N2	2009-01-12	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania		1698
OP678202.1	A/Bhutan/FLU-BTD-SV0023/2009	H3N2	2009-01-15	Homo sapiens	9606	human	Primates	Bhutan	Asia		1701
MK362593.1	A/swine/Spenge/8584/2009	H3N2	2009-01-17	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Spenge	Europe		1765
KP459307.1	A/Victoria/502/2009	H3N2	2009-01-25	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania		1698
MK362601.1	A/swine/Enger/8648/2009	H3N2	2009-01-27	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Enger	Europe		1765
CY053660.1	A/Novosibirsk/31/2009(H3N2)	H3N2	2009-02	Homo sapiens	9606	human	Primates	Russia: Novosibirsk region	Europe	MDCK3 passage(s)	1701
CY093303.1	A/Iraq/WRAIR1252P/2009	H3N2	2009-02-01	Homo sapiens	9606	human	Primates	Iraq	Asia	MDCK2 passage(s)	1731
MK362609.1	A/swine/Warstein/9037/2009	H3N2	2009-02-26	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Warstein	Europe		1765
KP457865.1	A/Kiev/67/2009	H3N2	2009-03-12	Homo sapiens	9606	human	Primates	Ukraine	Europe		1698
KP458969.1	A/Ukraine/96/2009	H3N2	2009-03-25	Homo sapiens	9606	human	Primates	Ukraine	Europe		1698
KP457636.1	A/Perth/15/2009	H3N2	2009-04-07	Homo sapiens	9606	human	Primates	Australia: Western Australia	Oceania		1698
GQ293081.1	A/Perth/16/2009	H3N2	2009-04-07	Homo sapiens	9606	human	Primates	Australia:Western Australia	Oceania		1757
CY062329.1	A/Djibouti/N04765/2009	H3N2	2009-05	Homo sapiens	9606	human	Primates	Djibouti	Africa	C1 passage(s)	1701
CY062331.1	A/Djibouti/N04775/2009	H3N2	2009-05	Homo sapiens	9606	human	Primates	Djibouti	Africa	C1 passage(s)	1701
CY062333.1	A/Djibouti/N04787/2009	H3N2	2009-05	Homo sapiens	9606	human	Primates	Djibouti	Africa	C1 passage(s)	1701
KP456685.1	A/Colombia/227/2009	H3N2	2009-05-01	Homo sapiens	9606	human	Primates	Colombia	South America		1698
KP458665.1	A/Brazil/933/2009	H3N2	2009-05-05	Homo sapiens	9606	human	Primates	Brazil	South America		1698
KC535331.1	A/Washington/56/2009	H3N2	2009-05-05	Homo sapiens	9606	human	Primates	USA	North America		1701
KP457439.1	A/Bangladesh/2363/2009	H3N2	2009-05-06	Homo sapiens	9606	human	Primates	Bangladesh	Asia		1698
CY058764.1	A/New York/3360/2009	H3N2	2009-05-06	Homo sapiens	9606	human	Primates	USA: Allegany County, New York	North America		1715
KP458123.1	A/Brisbane/54/2009	H3N2	2009-05-07	Homo sapiens	9606	human	Primates	Australia: Queensland	Oceania		1698
CY091847.1	A/Guangdong/472/2009	H3N2	2009-05-07	Homo sapiens	9606	human	Primates	China: Foshan	Asia	MDCK3 passage(s)	1762
CY099103.1	A/swine/Minnesota/02782/2009	H3N2	2009-05-07	Sus scrofa	9823	non-human mammal	Artiodactyla	USA: Minnesota	North America	MDCK3 passage(s)	1737
HQ825210.1	A/swine/QC/1685-5/2009	H3N2	2009-05-15	Sus scrofa	9823	non-human mammal	Artiodactyla	Canada: Quebec	North America	MDCK cells	1733
MK362649.1	A/swine/Lohne/9719a/2009	H3N2	2009-06-04	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Lohne	Europe		1765
KP456897.1	A/Paraguay/52/2009	H3N2	2009-06-06	Homo sapiens	9606	human	Primates	Paraguay	South America		1698
KP457979.1	A/Suriname/5163/2009	H3N2	2009-06-15	Homo sapiens	9606	human	Primates	Suriname	South America		1698
CY113037.1	A/Netherlands/761/2009	H3N2	2009-06-25	Homo sapiens	9606	human	Primates	Netherlands	Europe	xMDCK1 passage(s)	1731
KP456720.1	A/Argentina/7646/2009	H3N2	2009-06-26	Homo sapiens	9606	human	Primates	Argentina	South America		1698
CY069301.1	A/Dakar/WRAIR0011T/2009	H3N2	2009-06-29	Homo sapiens	9606	human	Primates	Senegal: Dakar	Africa	MDCK2 passage(s)	1729
KP458940.1	A/Sydney/25/2009	H3N2	2009-06-30	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
CY062335.1	A/Egypt/N08906/2009	H3N2	2009-07	Homo sapiens	9606	human	Primates	Egypt: Alexandria	Africa	C1 passage(s)	1701
CY062336.1	A/Egypt/N08920/2009	H3N2	2009-07	Homo sapiens	9606	human	Primates	Egypt: Alexandria	Africa	C1 passage(s)	1701
KP456341.1	A/Sydney/616/2009	H3N2	2009-07-05	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
KP457455.1	A/Sri Lanka/9/2009	H3N2	2009-07-07	Homo sapiens	9606	human	Primates	Sri Lanka	Asia		1698
CY061890.1	A/Australia/2/2009	H3N2	2009-07-16	Homo sapiens	9606	human	Primates	Australia: Mascot, New South Wales	Oceania	P0 passage(s)	1712
CY061898.2	A/Australia/19/2009	H3N2	2009-07-21	Homo sapiens	9606	human	Primates	Australia: Castle Hill, New South Wales	Oceania	P0 passage(s)	1731
CY080539.1	A/Australia/22/2009	H3N2	2009-07-21	Homo sapiens	9606	human	Primates	Australia: Castle Hill, New South Wales	Oceania	P0 passage(s)	1737
KP458053.1	A/Colombia/7158/2009	H3N2	2009-07-26	Homo sapiens	9606	human	Primates	Colombia	South America		1698
CY080531.1	A/Australia/46/2009	H3N2	2009-07-27	Homo sapiens	9606	human	Primates	Australia: Castle Hill, New South Wales	Oceania	P0 passage(s)	1737
CY106848.1	A/Hong Kong/H090-739-V23/2009	H3N2	2009-07-27	Homo sapiens	9606	human	Primates	Hong Kong	Asia	MDCK passage(s)	1738
CY093216.1	A/Dakar/WRAIR0013N/2009	H3N2	2009-07-29	Homo sapiens	9606	human	Primates	Senegal: Dakar	Africa	MDCK2 passage(s)	1731
JN256735.1	A/Hong Kong/H090-763-V1(0)/2009	H3N2	2009-07-31	Homo sapiens	9606	human	Primates	China: Hong Kong	Asia		1701
CY130725.1	A/swine/Ohio/09SW65/2009	H3N2	2009-08-08	Sus scrofa	9823	non-human mammal	Artiodactyla	USA: Ohio	North America	2nd pass MDCK passage(s)	1701
CY130749.1	A/swine/Ohio/09SW73M/2009	H3N2	2009-08-08	Sus scrofa	9823	non-human mammal	Artiodactyla	USA: Ohio	North America	2nd pass MDCK passage(s)	1701
CY143250.1	A/northern pintail/Interior Alaska/9BM9611R0/2009	H3N8	2009-08-13	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1740
CY130837.1	A/swine/Ohio/09SW85/2009	H3N2	2009-08-13	Sus scrofa	9823	non-human mammal	Artiodactyla	USA: Ohio	North America	2nd pass MDCK passage(s)	1701
CY143066.1	A/northern pintail/Interior Alaska/9BM10819R0/2009	H3N8	2009-08-17	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1723
KP459049.1	A/Morobe/2/2009	H3N2	2009-08-27	Homo sapiens	9606	human	Primates	Papua New Guinea	Oceania		1698
CY062337.1	A/Egypt/N11008/2009	H3N2	2009-09	Homo sapiens	9606	human	Primates	Egypt: Aswan	Africa	C1 passage(s)	1701
CY143234.1	A/mallard/Interior Alaska/9BM12523R0/2009	H3N8	2009-09-03	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1740
CY140919.1	A/blue-winged Teal/North Dakota/AI09-4039/2009	H3N6	2009-09-14	Anas platyrhynchos	8839	avian	Anseriformes	USA: Roseau River Peninsula, Roseau county, MN	North America	E1 passage(s)	1740
KF501088.1	A/velvet scoter/Mongolia/969V/2009	H3N8	2009-09-15	Melanitta fusca	371864	avian	Anseriformes	Mongolia	Asia		1701
KP459085.1	A/Hong Kong/26237/2009	H3N2	2009-09-17	Homo sapiens	9606	human	Primates	Hong Kong	Asia		1698
KP459086.1	A/Bordeaux/1942/2009	H3N2	2009-09-18	Homo sapiens	9606	human	Primates	France	Europe		1698
CY050091.1	A/Qingdao/2162/2009(H3N2)	H3N2	2009-09-18	Homo sapiens	9606	human	Primates	China: Shandong	Asia		1710
CY050095.1	A/Qingdao/2199/2009(H3N2)	H3N2	2009-09-22	Homo sapiens	9606	human	Primates	China: Shandong	Asia		1752
KC535381.1	A/Nebraska/21/2009	H3N2	2009-09-25	Homo sapiens	9606	human	Primates	USA	North America		1701
CY062342.1	A/Egypt/N11368/2009	H3N2	2009-10	Homo sapiens	9606	human	Primates	Egypt: Alexandria	Africa	C1 passage(s)	1701
MK362705.1	A/swine/Sendenhorst/10745a/2009	H3N2	2009-10-13	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Sendenhorst	Europe		1765
CY081462.1	A/Cambodia/NHRCC00001/2009	H3N2	2009-10-14	Homo sapiens	9606	human	Primates	Cambodia: Kandal Province	Asia	MDCK1 passage(s)	1737
MK362689.1	A/swine/Warendorf/10669/2009	H3N2	2009-10-16	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Warendorf	Europe		1753
CY062345.1	A/Egypt/N11830/2009	H3N2	2009-11	Homo sapiens	9606	human	Primates	Egypt: Cairo	Africa	C1 passage(s)	1701
CY062351.1	A/Egypt/N13654/2009	H3N2	2009-12	Homo sapiens	9606	human	Primates	Egypt	Africa	C1 passage(s)	1701
CY062352.1	A/Egypt/N13658/2009	H3N2	2009-12	Homo sapiens	9606	human	Primates	Egypt	Africa	C1 passage(s)	1701
KP457448.1	A/Norway/4916/2009	H3N2	2009-12-10	Homo sapiens	9606	human	Primates	Norway	Europe		1698
MK362713.1	A/swine/Boesel/11289/2010	H3N2	2010-01-15	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Boesel	Europe		1765
JQ396184.1	A/Kenya/095/2010	H3N2	2010-04-22	Homo sapiens	9606	human	Primates	Kenya	Africa		1762
JQ396185.1	A/Kenya/096/2010	H3N2	2010-04-22	Homo sapiens	9606	human	Primates	Kenya	Africa		1762
KP456226.1	A/Stockholm/1/2010	H3N2	2010-04-29	Homo sapiens	9606	human	Primates	Sweden	Europe		1698
KR701185.1	A/swine/Germany/Stadtloder-IDT11945/2010	H3N2	2010-05-10	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany	Europe		1701
KP458654.1	A/Victoria/4/2010	H3N2	2010-05-11	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania		1698
KP457852.1	A/Singapore/630/2010	H3N2	2010-05-18	Homo sapiens	9606	human	Primates	Singapore	Asia		1698
CY088899.1	A/Managua/1155.01/2010	H3N2	2010-06-01	Homo sapiens	9606	human	Primates	Nicaragua: Managua	North America		1732
CY074675.1	A/Managua/395.02/2010	H3N2	2010-06-03	Homo sapiens	9606	human	Primates	Nicaragua: Managua	North America	P0 passage(s)	1732
CY088782.1	A/Managua/5664.02/2010	H3N2	2010-06-03	Homo sapiens	9606	human	Primates	Nicaragua: Managua	North America		1732
KP457350.1	A/Newcastle/4/2010	H3N2	2010-06-25	Homo sapiens	9606	human	Primates	Australia: New South Wales	Oceania		1698
KP457062.1	A/Hong Kong/2183/2010	H3N2	2010-07-09	Homo sapiens	9606	human	Primates	Hong Kong	Asia		1698
JQ396181.1	A/Kenya/078/2010	H3N2	2010-07-12	Homo sapiens	9606	human	Primates	Kenya	Africa		1762
JQ396182.1	A/Kenya/80/2010	H3N2	2010-07-16	Homo sapiens	9606	human	Primates	Kenya	Africa		1762
JX235381.1	A/canine/Colorado/884753/2010	H3N8	2010-07-21	Canis lupus familiaris	9615	non-human mammal	Carnivora	USA	North America		1695
KJ955522.1	A/Ho Chi Minh/607.7/2010	H3N2	2010-07-27	Homo sapiens	9606	human	Primates	Viet Nam	Asia		1732
MK362729.1	A/swine/Friesoythe/12219/2010	H3N2	2010-07-28	Sus scrofa	9823	non-human mammal	Artiodactyla	Germany: Friesoythe	Europe		1765
JQ396183.1	A/Kenya/091/2010	H3N2	2010-08-03	Homo sapiens	9606	human	Primates	Kenya	Africa		1762
CY143588.1	A/northern pintail/Interior Alaska/10BM08488R0/2010	H3N8	2010-08-04	Anas acuta	28680	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1740
KP458324.1	A/Perth/56/2010	H3N2	2010-08-09	Homo sapiens	9606	human	Primates	Australia: Western Australia	Oceania		1698
KP458485.1	A/Victoria/8/2010	H3N2	2010-08-10	Homo sapiens	9606	human	Primates	Australia: Victoria	Oceania		1698
CY143893.1	A/mallard/Interior Alaska/10BM11415R0/2010	H3N8	2010-08-12	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1740
CY143909.1	A/mallard/Interior Alaska/10BM11418R0/2010	H3N8	2010-08-12	Anas platyrhynchos	8839	avian	Anseriformes	USA: Alaska	North America	R0 passage(s)	1740
CY139024.1	A/mallard/New Brunswick/00495/2010	H3N8	2010-08-12	Anas platyrhynchos	8839	avian	Anseriformes	Canada: New Brunswick	North America	egg passage(s)	1740
KP456690.1	A/Bangladesh/2012/2010	H3N2	2010-08-19	Homo sapiens	9606	human	Primates	Bangladesh	Asia		1698
CY100101.1	A/Singapore/GP3872/2010	H3N2	2010-08-24	Homo sapiens	9606	human	Primates	Singapore	Asia		1758
KP458607.1	A/Brisbane/218/2010	H3N2	2010-08-28	Homo sapiens	9606	human	Primates	Australia: Queensland	Oceania		1698
KJ955534.1	A/Ho Chi Minh/722.8/2010	H3N2	2010-08-29	Homo sapiens	9606	human	Primates	Viet Nam	Asia		1732
OR721059.1	A/Shanghai/PD1729C2/2010	H3N2	2010-09-08	Homo sapiens	9606	human	Primates	China: Shanghai	Asia	MDCK 2 passage(s)	1701
KF501067.1	A/mallard/Mongolia/1581/2010	H3N8	2010-09-10	Anas platyrhynchos	8839	avian	Anseriformes	Mongolia	Asia		1701
